"Date	Ref.	Potential Payout	Contract	Purchase Price	Sale Date	Sale Price	Profit/Loss (USD)	Details"
"2017-03-15 17:56:44 GMT	26245737428	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 17:57:01 GMT	0	-1	View"
"			View					"
"2017-03-15 17:46:16 GMT	26245436028	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 17:46:34 GMT	0	-2	View"
"			View					"
"2017-03-15 17:45:54 GMT	26245423848	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 17:46:12 GMT	0	-1	View"
"			View					"
"2017-03-15 17:45:36 GMT	26245416148	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 17:45:52 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 17:45:16 GMT	26245406288	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 17:45:35 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 17:44:56 GMT	26245393148	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 17:45:12 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 17:44:38 GMT	26245384708	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 17:44:54 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 17:44:20 GMT	26245375288	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 17:44:36 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 17:44:02 GMT	26245365868	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 17:44:19 GMT	3.88	1.88	View"
"			View					"
"2017-03-15 17:43:42 GMT	26245355248	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 17:43:58 GMT	0	-1	View"
"			View					"
"2017-03-15 17:43:20 GMT	26245344228	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 17:43:36 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 17:43:00 GMT	26245334248	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 17:43:17 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 17:42:40 GMT	26245323988	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 17:42:56 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 17:42:22 GMT	26245314968	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 17:42:38 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 17:30:24 GMT	26244919688	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 17:30:41 GMT	0	-2	View"
"			View					"
"2017-03-15 17:30:04 GMT	26244908828	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 17:30:20 GMT	0	-1	View"
"			View					"
"2017-03-15 17:29:46 GMT	26244896868	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 17:30:02 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 17:29:26 GMT	26244886708	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 17:29:42 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 17:26:16 GMT	26244788448	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 17:26:33 GMT	0	-2	View"
"			View					"
"2017-03-15 17:25:58 GMT	26244779108	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 17:26:14 GMT	0	-1	View"
"			View					"
"2017-03-15 17:25:38 GMT	26244769268	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 17:25:55 GMT	3.88	1.88	View"
"			View					"
"2017-03-15 17:25:20 GMT	26244760368	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 17:25:36 GMT	0	-1	View"
"			View					"
"2017-03-15 17:25:02 GMT	26244750048	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 17:25:18 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 17:24:42 GMT	26244739728	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 17:24:59 GMT	3.88	1.88	View"
"			View					"
"2017-03-15 17:24:22 GMT	26244729708	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 17:24:38 GMT	0	-1	View"
"			View					"
"2017-03-15 17:24:02 GMT	26244719388	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 17:24:18 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 17:23:44 GMT	26244709628	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 17:24:00 GMT	3.88	1.88	View"
"			View					"
"2017-03-15 17:23:26 GMT	26244700728	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 17:23:42 GMT	0	-1	View"
"			View					"
"2017-03-15 17:23:06 GMT	26244689768	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 17:23:22 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 17:22:48 GMT	26244679268	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 17:23:04 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 17:22:28 GMT	26244668988	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 17:22:45 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 17:22:08 GMT	26244658908	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 17:22:25 GMT	3.88	1.88	View"
"			View					"
"2017-03-15 17:21:50 GMT	26244648908	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 17:22:06 GMT	0	-1	View"
"			View					"
"2017-03-15 17:20:50 GMT	26244618048	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 17:21:06 GMT	0	-1	View"
"			View					"
"2017-03-15 17:20:26 GMT	26244605288	7.77	Win payout if Volatility 50 Index is strictly higher than entry spot at 20 seconds after contract start time.	4	2017-03-15 17:20:47 GMT	7.77	3.77	View"
"			View					"
"2017-03-15 17:20:08 GMT	26244596428	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 17:20:24 GMT	0	-2	View"
"			View					"
"2017-03-15 17:19:50 GMT	26244584648	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 17:20:06 GMT	0	-1	View"
"			View					"
"2017-03-15 17:03:58 GMT	26244072408	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 17:04:14 GMT	0	-1	View"
"			View					"
"2017-03-15 10:23:56 GMT	26229930108	7.77	Win payout if Volatility 50 Index is strictly higher than entry spot at 20 seconds after contract start time.	4	2017-03-15 10:24:18 GMT	7.77	3.77	View"
"			View					"
"2017-03-15 10:23:38 GMT	26229921348	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 10:23:55 GMT	0	-2	View"
"			View					"
"2017-03-15 10:23:20 GMT	26229912948	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:23:36 GMT	0	-1	View"
"			View					"
"2017-03-15 10:23:02 GMT	26229903748	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:23:18 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 10:22:58 GMT	26229901328	31.06	Win payout if Volatility 50 Index is strictly lower than entry spot at 45 seconds after contract start time.	16	2017-03-15 10:23:47 GMT	0	-16	View"
"			View					"
"2017-03-15 10:22:44 GMT	26229894148	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:23:00 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 10:22:26 GMT	26229885328	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:22:42 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 10:22:26 GMT	26229885288	15.53	Win payout if Volatility 50 Index is strictly lower than entry spot at 29 seconds after contract start time.	8	2017-03-15 10:22:56 GMT	0	-8	View"
"			View					"
"2017-03-15 10:22:08 GMT	26229876188	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:22:24 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 10:22:04 GMT	26229874108	7.77	Win payout if Volatility 50 Index is strictly lower than entry spot at 20 seconds after contract start time.	4	2017-03-15 10:22:25 GMT	0	-4	View"
"			View					"
"2017-03-15 10:21:50 GMT	26229866488	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:22:07 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 10:21:46 GMT	26229864308	3.88	Win payout if Volatility 50 Index is strictly lower than entry spot at 16 seconds after contract start time.	2	2017-03-15 10:22:03 GMT	0	-2	View"
"			View					"
"2017-03-15 10:21:32 GMT	26229857308	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 10:21:49 GMT	3.88	1.88	View"
"			View					"
"2017-03-15 10:21:28 GMT	26229855148	1.94	Win payout if Volatility 50 Index is strictly lower than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:21:44 GMT	0	-1	View"
"			View					"
"2017-03-15 10:21:14 GMT	26229847548	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:21:30 GMT	0	-1	View"
"			View					"
"2017-03-15 10:21:10 GMT	26229845228	3.88	Win payout if Volatility 50 Index is strictly lower than entry spot at 16 seconds after contract start time.	2	2017-03-15 10:21:27 GMT	3.88	1.88	View"
"			View					"
"2017-03-15 10:20:52 GMT	26229834968	7.77	Win payout if Volatility 50 Index is strictly higher than entry spot at 20 seconds after contract start time.	4	2017-03-15 10:21:13 GMT	7.77	3.77	View"
"			View					"
"2017-03-15 10:20:52 GMT	26229834948	1.94	Win payout if Volatility 50 Index is strictly lower than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:21:08 GMT	0	-1	View"
"			View					"
"2017-03-15 10:20:34 GMT	26229826328	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 10:20:51 GMT	0	-2	View"
"			View					"
"2017-03-15 10:20:30 GMT	26229824108	7.77	Win payout if Volatility 50 Index is strictly lower than entry spot at 20 seconds after contract start time.	4	2017-03-15 10:20:51 GMT	7.77	3.77	View"
"			View					"
"2017-03-15 10:20:16 GMT	26229816648	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:20:32 GMT	0	-1	View"
"			View					"
"2017-03-15 10:20:12 GMT	26229814308	3.88	Win payout if Volatility 50 Index is strictly lower than entry spot at 16 seconds after contract start time.	2	2017-03-15 10:20:29 GMT	0	-2	View"
"			View					"
"2017-03-15 10:19:58 GMT	26229804848	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 10:20:15 GMT	3.88	1.88	View"
"			View					"
"2017-03-15 10:19:54 GMT	26229802848	1.94	Win payout if Volatility 50 Index is strictly lower than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:20:10 GMT	0	-1	View"
"			View					"
"2017-03-15 10:19:40 GMT	26229796408	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:19:56 GMT	0	-1	View"
"			View					"
"2017-03-15 10:19:36 GMT	26229794648	3.88	Win payout if Volatility 50 Index is strictly lower than entry spot at 16 seconds after contract start time.	2	2017-03-15 10:19:53 GMT	3.88	1.88	View"
"			View					"
"2017-03-15 10:19:22 GMT	26229787668	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:19:38 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 10:19:18 GMT	26229785628	1.94	Win payout if Volatility 50 Index is strictly lower than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:19:34 GMT	0	-1	View"
"			View					"
"2017-03-15 10:19:04 GMT	26229778548	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 10:19:21 GMT	3.88	1.88	View"
"			View					"
"2017-03-15 10:19:00 GMT	26229775888	1.94	Win payout if Volatility 50 Index is strictly lower than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:19:16 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 10:18:46 GMT	26229769328	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:19:02 GMT	0	-1	View"
"			View					"
"2017-03-15 10:18:42 GMT	26229767568	3.88	Win payout if Volatility 50 Index is strictly lower than entry spot at 16 seconds after contract start time.	2	2017-03-15 10:18:59 GMT	3.88	1.88	View"
"			View					"
"2017-03-15 10:18:24 GMT	26229758628	7.77	Win payout if Volatility 50 Index is strictly higher than entry spot at 20 seconds after contract start time.	4	2017-03-15 10:18:45 GMT	7.77	3.77	View"
"			View					"
"2017-03-15 10:18:24 GMT	26229758588	1.94	Win payout if Volatility 50 Index is strictly lower than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:18:40 GMT	0	-1	View"
"			View					"
"2017-03-15 10:18:06 GMT	26229749788	1.94	Win payout if Volatility 50 Index is strictly lower than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:18:22 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 10:18:06 GMT	26229749768	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 10:18:23 GMT	0	-2	View"
"			View					"
"2017-03-15 10:17:48 GMT	26229740028	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:18:04 GMT	0	-1	View"
"			View					"
"2017-03-15 10:17:48 GMT	26229740008	3.88	Win payout if Volatility 50 Index is strictly lower than entry spot at 16 seconds after contract start time.	2	2017-03-15 10:18:05 GMT	3.88	1.88	View"
"			View					"
"2017-03-15 10:17:30 GMT	26229731368	1.94	Win payout if Volatility 50 Index is strictly lower than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:17:46 GMT	0	-1	View"
"			View					"
"2017-03-15 10:17:16 GMT	26229725408	15.54	Win payout if Volatility 50 Index is strictly higher than entry spot at 29 seconds after contract start time.	8	2017-03-15 10:17:46 GMT	15.54	7.54	View"
"			View					"
"2017-03-15 10:16:58 GMT	26229716388	15.53	Win payout if Volatility 50 Index is strictly lower than entry spot at 29 seconds after contract start time.	8	2017-03-15 10:17:28 GMT	15.53	7.53	View"
"			View					"
"2017-03-15 10:16:54 GMT	26229714108	7.77	Win payout if Volatility 50 Index is strictly higher than entry spot at 20 seconds after contract start time.	4	2017-03-15 10:17:15 GMT	0	-4	View"
"			View					"
"2017-03-15 10:16:34 GMT	26229704128	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 10:16:51 GMT	0	-2	View"
"			View					"
"2017-03-15 10:16:34 GMT	26229704088	7.77	Win payout if Volatility 50 Index is strictly lower than entry spot at 20 seconds after contract start time.	4	2017-03-15 10:16:55 GMT	0	-4	View"
"			View					"
"2017-03-15 10:16:14 GMT	26229694228	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:16:30 GMT	0	-1	View"
"			View					"
"2017-03-15 10:16:14 GMT	26229694208	3.88	Win payout if Volatility 50 Index is strictly lower than entry spot at 16 seconds after contract start time.	2	2017-03-15 10:16:31 GMT	0	-2	View"
"			View					"
"2017-03-15 10:15:56 GMT	26229684268	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 10:16:13 GMT	3.88	1.88	View"
"			View					"
"2017-03-15 10:15:56 GMT	26229684228	1.94	Win payout if Volatility 50 Index is strictly lower than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:16:12 GMT	0	-1	View"
"			View					"
"2017-03-15 10:15:38 GMT	26229675108	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:15:54 GMT	0	-1	View"
"			View					"
"2017-03-15 10:15:38 GMT	26229675088	1.94	Win payout if Volatility 50 Index is strictly lower than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:15:54 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 10:15:20 GMT	26229666028	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 10:15:37 GMT	3.88	1.88	View"
"			View					"
"2017-03-15 10:15:06 GMT	26229658268	15.53	Win payout if Volatility 50 Index is strictly lower than entry spot at 29 seconds after contract start time.	8	2017-03-15 10:15:36 GMT	15.53	7.53	View"
"			View					"
"2017-03-15 10:15:02 GMT	26229654568	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:15:18 GMT	0	-1	View"
"			View					"
"2017-03-15 10:14:44 GMT	26229644448	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:15:00 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 10:14:44 GMT	26229644368	7.77	Win payout if Volatility 50 Index is strictly lower than entry spot at 20 seconds after contract start time.	4	2017-03-15 10:15:05 GMT	0	-4	View"
"			View					"
"2017-03-15 10:14:26 GMT	26229635388	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:14:42 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 10:14:24 GMT	26229634188	3.88	Win payout if Volatility 50 Index is strictly lower than entry spot at 16 seconds after contract start time.	2	2017-03-15 10:14:41 GMT	0	-2	View"
"			View					"
"2017-03-15 10:14:06 GMT	26229625248	1.94	Win payout if Volatility 50 Index is strictly lower than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:14:23 GMT	0	-1	View"
"			View					"
"2017-03-15 10:14:04 GMT	26229624048	7.77	Win payout if Volatility 50 Index is strictly higher than entry spot at 20 seconds after contract start time.	4	2017-03-15 10:14:25 GMT	7.77	3.77	View"
"			View					"
"2017-03-15 10:13:48 GMT	26229615948	3.88	Win payout if Volatility 50 Index is strictly lower than entry spot at 16 seconds after contract start time.	2	2017-03-15 10:14:05 GMT	3.88	1.88	View"
"			View					"
"2017-03-15 10:13:44 GMT	26229614068	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 10:14:01 GMT	0	-2	View"
"			View					"
"2017-03-15 10:13:30 GMT	26229607908	1.94	Win payout if Volatility 50 Index is strictly lower than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:13:46 GMT	0	-1	View"
"			View					"
"2017-03-15 10:13:26 GMT	26229606168	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:13:42 GMT	0	-1	View"
"			View					"
"2017-03-15 10:13:12 GMT	26229598948	3.88	Win payout if Volatility 50 Index is strictly lower than entry spot at 16 seconds after contract start time.	2	2017-03-15 10:13:29 GMT	3.88	1.88	View"
"			View					"
"2017-03-15 10:13:08 GMT	26229596908	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:13:24 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 10:12:54 GMT	26229588808	1.94	Win payout if Volatility 50 Index is strictly lower than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:13:10 GMT	0	-1	View"
"			View					"
"2017-03-15 10:12:50 GMT	26229586988	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:13:06 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 10:12:36 GMT	26229579968	1.94	Win payout if Volatility 50 Index is strictly lower than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:12:52 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 10:12:32 GMT	26229578268	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 10:12:49 GMT	3.88	1.88	View"
"			View					"
"2017-03-15 10:12:12 GMT	26229567128	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:12:29 GMT	0	-1	View"
"			View					"
"2017-03-15 10:11:54 GMT	26229557788	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:12:10 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 10:11:36 GMT	26229548828	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 10:11:53 GMT	3.88	1.88	View"
"			View					"
"2017-03-15 10:11:18 GMT	26229539288	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:11:34 GMT	0	-1	View"
"			View					"
"2017-03-15 10:11:00 GMT	26229529688	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 10:11:17 GMT	3.88	1.88	View"
"			View					"
"2017-03-15 10:10:42 GMT	26229519528	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:10:58 GMT	0	-1	View"
"			View					"
"2017-03-15 10:10:24 GMT	26229508488	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:10:40 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 10:10:06 GMT	26229497288	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:10:23 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 10:09:48 GMT	26229485508	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:10:04 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 10:09:30 GMT	26229476368	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:09:46 GMT	1.94	0.94	View"
"			View					"
"2017-03-15 10:09:12 GMT	26229467588	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 10:09:29 GMT	3.88	1.88	View"
"			View					"
"2017-03-15 10:08:54 GMT	26229458988	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:09:11 GMT	0	-1	View"
"2017-03-15 10:08:36 GMT	26229450008	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:08:52 GMT	1.94	0.94	View"
"2017-03-15 10:08:18 GMT	26229441388	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:08:35 GMT	1.94	0.94	View"
"2017-03-15 10:08:00 GMT	26229431188	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:08:16 GMT	1.94	0.94	View"
"2017-03-15 10:07:38 GMT	26229419708	7.77	Win payout if Volatility 50 Index is strictly higher than entry spot at 20 seconds after contract start time.	4	2017-03-15 10:07:59 GMT	7.77	3.77	View"
"2017-03-15 10:07:20 GMT	26229410428	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 10:07:37 GMT	0	-2	View"
"2017-03-15 10:07:02 GMT	26229401368	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:07:19 GMT	0	-1	View"
"2017-03-15 10:06:30 GMT	26229384968	15.54	Win payout if Volatility 50 Index is strictly higher than entry spot at 29 seconds after contract start time.	8	2017-03-15 10:07:00 GMT	15.54	7.54	View"
"2017-03-15 10:06:08 GMT	26229373968	7.77	Win payout if Volatility 50 Index is strictly higher than entry spot at 20 seconds after contract start time.	4	2017-03-15 10:06:28 GMT	0	-4	View"
"2017-03-15 10:05:50 GMT	26229364168	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 10:06:06 GMT	0	-2	View"
"2017-03-15 10:05:32 GMT	26229356288	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:05:48 GMT	0	-1	View"
"2017-03-15 10:04:44 GMT	26229330188	31.08	Win payout if Volatility 50 Index is strictly higher than entry spot at 45 seconds after contract start time.	16	2017-03-15 10:05:30 GMT	31.08	15.08	View"
"2017-03-15 10:04:12 GMT	26229314288	15.54	Win payout if Volatility 50 Index is strictly higher than entry spot at 29 seconds after contract start time.	8	2017-03-15 10:04:42 GMT	0	-8	View"
"2017-03-15 10:03:50 GMT	26229302088	7.77	Win payout if Volatility 50 Index is strictly higher than entry spot at 20 seconds after contract start time.	4	2017-03-15 10:04:11 GMT	0	-4	View"
"2017-03-15 10:03:32 GMT	26229292908	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 10:03:49 GMT	0	-2	View"
"2017-03-15 10:03:14 GMT	26229284208	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:03:30 GMT	0	-1	View"
"2017-03-15 10:02:52 GMT	26229273168	7.77	Win payout if Volatility 50 Index is strictly higher than entry spot at 20 seconds after contract start time.	4	2017-03-15 10:03:13 GMT	7.77	3.77	View"
"2017-03-15 10:02:34 GMT	26229264208	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 10:02:51 GMT	0	-2	View"
"2017-03-15 10:02:16 GMT	26229255768	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:02:32 GMT	0	-1	View"
"2017-03-15 10:01:58 GMT	26229246288	3.88	Win payout if Volatility 50 Index is strictly higher than entry spot at 16 seconds after contract start time.	2	2017-03-15 10:02:15 GMT	3.88	1.88	View"
"2017-03-15 10:01:40 GMT	26229237548	1.94	Win payout if Volatility 50 Index is strictly higher than entry spot at 15 seconds after contract start time.	1	2017-03-15 10:01:56 GMT	0	-1	View"
